Ponded Water,Distance,Bulk Density,Concentration,Porosity,Hydraulic Conductivity,Dispersivity,Type-1 Sorption Fraction,Adsorption Coefficient,Type-2 Sorption Reaction Rate,Flux,Horizontal,Particle Density,Degree of Saturation,Relative Velocity,Saturation
0.0,0.08823529411764708,0.11332170739599512,0.24981245311327835,0.27722601141435366,0.7722811617801749,0.3316542394324852,0.9822150801272885,0.19207002983468435,0.11186429096848136,0.02,1.0,0.03037679650181957,0.5089564428112565,0.43146294514717953,False
0.0,1.0,0.2451151162456897,0.0007501875468867217,0.5938648446000796,0.9646228762499017,0.26832014470075605,0.2772630557653784,0.17576063162940248,0.009315365331653362,0.04,1.0,0.35648282513905727,0.47889619824071217,0.48390158688679596,False
0.3,0.0,0.33551377538356864,1.0,0.1306831258253247,0.8190655389048077,0.9484023793541523,0.5408666071194456,0.39080181717614465,0.0374101677556248,0.0,1.0,0.09644630472571247,0.9999716896856237,0.5187516382143631,True
0.0,0.0,0.29458065247034604,0.0,0.5501976483557427,0.8056032925048867,0.9190635434277562,0.07976943687371701,0.30367093310094145,0.6037820394975059,0.02,0.0,0.3624236748786398,0.9999546336123426,0.4657473496877002,True
0.0,0.08823529411764708,0.4721119859717051,0.0622655663915979,0.5729672261524303,0.37640596214398786,0.4851707838010303,0.6402150963995112,0.6136760655037199,0.15814986087409658,0.1,0.0,0.5175125333579045,0.9999634192148101,0.29920172173589465,True
0.0,0.0,0.6270914085327908,0.24981245311327835,0.45766007261275776,0.4240555432161378,0.06109689003007421,0.9336748471174952,0.2142836191906196,0.3442275285096116,0.1,0.0,0.5493693505609896,0.9998501245632188,0.5453867300819444,True
0.0,1.0,0.3177759192801677,0.24981245311327835,0.5483336713315135,0.7633896301445467,0.2873140547451096,0.15373449407944623,0.03872351787509519,0.09989554154713123,0.04,0.0,0.37902694318723285,0.9999473133494774,0.8762017426322994,True
0.0,0.411764705882353,0.2121747017237654,1.0,0.4676244621262562,0.7760827677295126,0.4906117887550709,0.788835931588069,0.00896791634493662,0.30704768936451976,0.02,0.0,0.23841163670753218,0.9999738288588087,0.9193424250134955,True
0.0,0.0,0.5893182379516286,0.0,0.5794069463939313,0.7089376043395385,0.1022854692378215,0.0165792886647129,0.003333554749712803,0.15159614781110092,0.02,1.0,0.6137014558783562,0.520472181079938,0.9351135944535026,False
1.0,0.411764705882353,0.597478218013193,0.0,0.32934634236558535,0.4004630526960573,0.08183893034812645,0.19224180075471645,0.011234043231094223,0.24068508755153112,0.0,1.0,0.4312720982663123,0.9999950545091885,0.9223690712436693,True
0.0,0.08823529411764708,0.36526311095282793,0.24981245311327835,0.5846985820396204,0.860214418689183,0.316157422637175,0.16057370673266502,0.39263542405621066,0.28167676792661356,0.5,0.0,0.44325547931334874,0.9999577421940851,0.39962832005590776,True
